"FuMOD" "Fu"
"Gene05188" "Immune-responsive protein 1"
"Gene05189" "Immunogenic protein"
"Gene05190" "immunoreactive 14 kDa protein BA14k"
"Gene05191" "IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)"
"Gene05192" "IncF plasmid conjugative transfer pilus assembly protein TraF"
"Gene05193" "IncI1 plasmid conjugative transfer inner membrane protein PilR"
"Gene05194" "IncP-type DNA transfer protein TraL"
"Gene05195" "IncP-type DNA transfer protein TraM"
"Gene05196" "IncP-type DNA transfer protein TraN"
"Gene05197" "IncP-type DNA transfer protein TraO"
"Gene05198" "IncP-type oriT binding protein TraK"
"Gene05199" "IncQ plasmid conjugative transfer DNA nicking endonuclease TraR (pTi VirD2 homolog)"
"Gene05200" "IncQ plasmid conjugative transfer DNA primase TraO (pTi TraA homolog)"
"Gene05201" "IncQ plasmid conjugative transfer protein TraB"
"Gene05202" "IncQ plasmid conjugative transfer protein TraG"
"Gene05203" "IncQ plasmid conjugative transfer protein TraP"
"Gene05204" "IncQ plasmid conjugative transfer protein TraQ (RP4 TrbM homolog)"
"Gene05205" "IncW plasmid conjugative relaxase protein TrwC (TraI homolog)"
"Gene05206" "Indigoidine synthase A-like protein, uncharacterized enzyme involved in pigment biosynthesis"
"Gene05207" "Indole-3-glycerol phosphate synthase (EC 4.1.1.48)"
"Gene05208" "Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits"
"Gene05209" "Inhibitor of vertebrate lysozyme precursor"
"Gene05210" "inner membrane component of binding-protein-dependent transport system"
"Gene05211" "Inner membrane component of TAM transport system"
"Gene05212" "Inner membrane component of tripartite multidrug resistance system"
"Gene05213" "Inner membrane protein"
"Gene05214" "Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3"
"Gene05215" "Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8"
"Gene05216" "Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10"
"Gene05217" "Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
"Gene05218" "Inner membrane protein RclC associated with response to reactive chlorine species"
"Gene05219" "Inner membrane protein STM4057"
"Gene05220" "Inner membrane protein translocase and chaperone YidC, long form"
"Gene05221" "Inner membrane protein translocase component YidC, long form"
"Gene05222" "Inner membrane protein YbaL, KefB/KefC family"
"Gene05223" "Inner membrane protein YbaN"
"Gene05224" "Inner membrane protein YbhL"
"Gene05225" "Inner membrane protein YfdC"
"Gene05226" "Inner membrane protein YibH"
"Gene05227" "Inner membrane protein YihY, formerly thought to be RNase BN"
"Gene05228" "Inner membrane protein YjcH, clustering with ActP"
"Gene05229" "Inner membrane protein YphA"
"Gene05230" "Inner membrane protein YqiK"
"Gene05231" "Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter"
"Gene05232" "Inner membrane protein, KefB/KefC family"
"Gene05233" "Inner membrane transport permease YhhJ"
"Gene05234" "Inner membrane transport protein YdhP"
"Gene05235" "Inner spore coat protein CotD"
"Gene05236" "Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system"
"Gene05237" "Inorganic pyrophosphatase (EC 3.6.1.1)"
"Gene05238" "Inorganic triphosphatase (EC 3.6.1.25)"
"Gene05239" "Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)"
"Gene05240" "Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain"
"Gene05241" "Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)"
"Gene05242" "Inositol monophosphatase and related sulfite synthesis enzyme"
"Gene05243" "Inositol monophosphatase family protein"
"Gene05244" "Inositol transport system ATP-binding protein"
"Gene05245" "Inositol transport system permease protein"
"Gene05246" "Inositol transport system sugar-binding protein"
"Gene05247" "Inositol-1-monophosphatase (EC 3.1.3.25)"
"Gene05248" "Inositol-1-phosphate synthase (EC 5.5.1.4)"
"Gene05249" "Inosose dehydratase (EC 4.2.1.44)"
"Gene05250" "Inosose isomerase (EC 5.3.99.11)"
"Gene05251" "Insertion element IS1415 transposase (istA) and helper protein (istB) genes"
"Gene05252" "Insertion element IS401 (Burkholderia multivorans) transposase"
"Gene05253" "Insertion element IS407 (Burkholderia multivorans) transposase"
"Gene05254" "Insertion element ISR1 (Rhizobium class IV strains) transposase"
"Gene05255" "Integral membrane protein"
"Gene05256" "INTEGRAL MEMBRANE PROTEIN (Rhomboid family)"
"Gene05257" "Integral membrane protein EccD-like, component of Type VII secretion system in Actinobacteria"
"Gene05258" "Integral membrane protein TerC"
"Gene05259" "Integral membrane protein TerC family"
"Gene05260" "INTEGRAL MEMBRANE PROTEIN-Small-conductance mechanosensitive channel"
"Gene05261" "integral membrane sensor signal transduction histidine kinase"
"Gene05262" "Integrase"
"Gene05263" "Integrase /recombinase"
"Gene05264" "integrase family protein"
"Gene05265" "Integrase-like protein"
"Gene05266" "Integrase, catalytic region"
"Gene05267" "Integrase/recombinase"
"Gene05268" "Integrase/recombinase clustered with segregation and condensation protein B"
"Gene05269" "Integrase/recombinase xerD homolog"
"Gene05270" "Integrase/recombinase xerD-like protein"
"Gene05271" "Integrase/recombinase, RitA"
"Gene05272" "Integrase/recombinase, RitB"
"Gene05273" "Integrase/recombinase, RitC"
"Gene05274" "Integration host factor alpha subunit"
"Gene05275" "Integration host factor beta subunit"
"Gene05276" "Integrative genetic element Gsu5, resolvase"
"Gene05277" "integrative genetic element Ppu40, integrase"
"Gene05278" "Inter-alpha-trypsin inhibitor domain protein"
"Gene05279" "internalin, putative"
"Gene05280" "interphotoreceptor retinoid-binding protein"
"Gene05281" "InterPro IPR000073:IPR000379:IPR003089 COGs COG0596"
"Gene05282" "InterPro IPR000408"
"Gene05283" "InterPro IPR000531 COGs COG1629"
"Gene05284" "InterPro IPR000792:IPR001789 COGs COG2197"
"Gene05285" "InterPro IPR001092"
"Gene05286" "InterPro IPR001395 COGs COG0656"
"Gene05287" "InterPro IPR001440 COGs COG0457"
"Gene05288" "InterPro IPR001687 COGs COG1493"
"Gene05289" "InterPro IPR001687:IPR003439:IPR003593 COGs COG0410"
"Gene05290" "InterPro IPR001853:IPR006662 COGs COG1651"
"Gene05291" "InterPro IPR002085 COGs COG0604"
"Gene05292" "InterPro IPR002103 COGs COG2141"
"Gene05293" "InterPro IPR002198:IPR002347 COGs COG1028"
"Gene05294" "InterPro IPR002716"
"Gene05295" "InterPro IPR003594:IPR003661:IPR004358:IPR005467 COGs COG0642"
"Gene05296" "InterPro IPR005806 COGs COG2146"
"Gene05297" "Intracellular PHB depolymerase"
"Gene05298" "Intracellular PHB depolymerase (EC 3.1.1.-)"
"Gene05299" "Intracellular PHB depolymerase PhaZ2"
"Gene05300" "Intracellular protease"
"Gene05301" "Intracellular septation protein"
"Gene05302" "Intracellular septation protein IspA"
"Gene05303" "intradiol ring-cleavage dioxygenase"
"Gene05304" "Intradiol ring-cleavage dioxygenase"
"Gene05305" "Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage"
"Gene05306" "Invasin"
"Gene05307" "invasion associated locus B"
"Gene05308" "Invasion associated locus B"
"Gene05309" "INVASION PROTEIN B"
"Gene05310" "Invasion protein B, involved in pathogenesis"
"Gene05311" "involved in conjugative DNA transfer"
"Gene05312" "IroE protein"
"Gene05313" "Iron (III) ABC transporter, periplasmic-binding protein"
"Gene05314" "Iron ABC transporter, ATP-binding protein"
"Gene05315" "iron aquisition yersiniabactin synthesis enzyme (Irp1,polyketide synthetase) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules"
"Gene05316" "iron aquisition yersiniabactin synthesis enzyme (Irp2)"
"Gene05317" "iron aquisition yersiniabactin synthesis enzyme (Irp2) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules"
"Gene05318" "Iron aquisition yersiniabactin synthesis enzyme YbtT @ Thioesterase in siderophore biosynthesis gene cluster"
"Gene05319" "Iron compound ABC transporter, ATP-binding protein"
"Gene05320" "Iron compound ABC transporter, permease protein"
"Gene05321" "Iron compound ABC uptake transporter ATP-binding protein"
"Gene05322" "Iron compound ABC uptake transporter permease protein PiuC"
"Gene05323" "Iron compound ABC uptake transporter substrate-binding protein PiuA"
"Gene05324" "Iron siderophore receptor protein"
"Gene05325" "Iron siderophore sensor protein"
"Gene05326" "iron-chelator utilization protein"
"Gene05327" "Iron-chelator utilization protein"
"Gene05328" "Iron-containing alcohol dehydrogenase"
"Gene05329" "Iron-regulated protein A precursor"
"Gene05330" "Iron-responsive regulator Irr"
"Gene05331" "Iron-sulfur cluster assembly ATPase protein SufC"
"Gene05332" "Iron-sulfur cluster assembly iron binding protein SufA"
"Gene05333" "Iron-sulfur cluster assembly protein SufB"
"Gene05334" "Iron-sulfur cluster assembly protein SufD"
"Gene05335" "Iron-sulfur cluster assembly scaffold protein NifU"
"Gene05336" "Iron-sulfur cluster-binding protein"
"Gene05337" "Iron-uptake factor PiuC"
"Gene05338" "Iron(III) ABC transporter, ATP-binding protein"
"Gene05339" "Iron(III) dicitrate transport ATP-binding protein FecE (TC 3.A.1.14.1)"
"Gene05340" "Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)"
"Gene05341" "IS, phage, Tn; Transposon-related functions"
"Gene05342" "IS1478 transposase"
"Gene05343" "IS426 transposase"
"Gene05344" "ISBm1, transposase orfA"
"Gene05345" "ISCc1, transposase OrfB"
"Gene05346" "ISDvu2, transposase OrfA"
"Gene05347" "ISGsu7, transposase OrfA"
"Gene05348" "Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase"
"Gene05349" "Isochorismatase (EC 3.3.2.1)"
"Gene05350" "Isochorismatase family"
"Gene05351" "Isochorismatase family protein YecD"
"Gene05352" "isochorismatase hydrolase"
"Gene05353" "Isochorismate pyruvate-lyase (EC 4.2.99.21)"
"Gene05354" "Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)"
"Gene05355" "Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)"
"Gene05356" "Isocitrate lyase (EC 4.1.3.1)"
"Gene05357" "Isoflavone reductase homolog P3 (EC 1.3.1.-)"
"Gene05358" "Isohexenylglutaconyl-CoA hydratase (EC 4.2.1.57)"
"Gene05359" "Isoleucyl-tRNA synthetase (EC 6.1.1.5)"
"Gene05360" "Isonitrile hydratase (EC 4.2.1.103)"
"Gene05361" "Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)"
"Gene05362" "Isopeptidase T"
"Gene05363" "Isoprenylcysteine carboxyl methyltransferase"
"Gene05364" "Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)"
"Gene05365" "Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)"
"Gene05366" "Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)"
"Gene05367" "Isovaleryl-homoserine lactone-binding transcriptional activator @ Acyl-homoserine lactone-binding transcriptional activator, LuxR family"
"Gene05368" "ISPpu9, transposase"
"Gene05369" "ISPsy14, transposase"
"Gene05370" "ISPsy19, transposase"
"Gene05371" "ISPsy6, transposase"
"Gene05372" "ISRSO10-TRANSPOSASE ORFA PROTEIN"
"Gene05373" "Isrso16-transposase orfb protein"
"Gene05374" "ISSod10, transposase OrfB"
"Gene05375" "ISSod13, transposase"
"Gene05376" "ISSpo3, transposase"
"Gene05377" "ISSpo8, transposase"
"Gene05378" "IstB domain protein ATP-binding protein"
"Gene05379" "K(+)/H(+) antiporter NhaP2"
"Gene05380" "KaiC"
"Gene05381" "Kef-type K+ transport systems, predicted NAD- binding component"
"Gene05382" "Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)"
"Gene05383" "Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)"
"Gene05384" "Ketosteroid isomerase homolog"
"Gene05385" "Ketosteroid isomerase-related protein"
"Gene05386" "KilA N-terminal domain, N1R/P28 DNA binding"
"Gene05387" "Kinesin-like protein"
"Gene05388" "KlcA protein"
"Gene05389" "KleF protein"
"Gene05390" "KluA regulatory protein"
"Gene05391" "KtrAB potassium uptake system, integral membrane component KtrB"
"Gene05392" "KtrAB potassium uptake system, peripheral membrane component KtrA"
"Gene05393" "Ku domain protein"
"Gene05394" "Kumamolysin"
"Gene05395" "Kup system potassium uptake protein"
"Gene05396" "Kynureninase (EC 3.7.1.3)"
"Gene05397" "Kynurenine 3-monooxygenase (EC 1.14.13.9)"
"Gene05398" "Kynurenine formamidase (EC 3.5.1.9)"
"Gene05399" "Kynurenine formamidase, bacterial (EC 3.5.1.9)"
"Gene05400" "L-2-amino-thiazoline-4-carboxylic acid hydrolase (EC 3.5.2.-)"
"Gene05401" "L-2-keto-3-deoxyarabonate dehydratase (EC 4.2.1.43)"
"Gene05402" "L-2,4-diaminobutyric acid transaminase DoeD"
"Gene05403" "L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)"
"Gene05404" "L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily"
"Gene05405" "L-amino acid ABC transporter (Glu/Asp/His/...), ATP-binding protein AapP"
"Gene05406" "L-amino acid ABC transporter (Glu/Asp/His/...), permease protein 1 AapQ"
"Gene05407" "L-amino acid ABC transporter (Glu/Asp/His/...), permease protein 2 AapM"
"Gene05408" "L-amino acid ABC transporter (Glu/Asp/His/...), substrate-binding protein AapJ"
"Gene05409" "L-amino acid N-acyltransferase MnaT"
"Gene05410" "L-arabinose 1-dehydrogenase (EC 1.1.1.46)"
"Gene05411" "L-arabinose ABC transporter, ATP-binding protein AraG"
"Gene05412" "L-arabinose ABC transporter, permease protein AraH"
"Gene05413" "L-arabinose ABC transporter, substrate-binding protein AraF"
"Gene05414" "L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"
"Gene05415" "L-arabonate dehydratase (EC 4.2.1.25)"
"Gene05416" "L-asparaginase (EC 3.5.1.1)"
"Gene05417" "L-asparaginase I, cytoplasmic (EC 3.5.1.1)"
"Gene05418" "L-aspartate beta-decarboxylase (EC 4.1.1.12)"
"Gene05419" "L-Aspartate dehydrogenase (EC 1.4.1.21)"
"Gene05420" "L-aspartate oxidase (EC 1.4.3.16)"
"Gene05421" "L-aspartate oxidase-like protein"
"Gene05422" "L-carnitine dehydratase/bile acid-inducible protein F"
"Gene05423" "L-carnitine dehydratase/bile acid-inducible protein F (EC 2.8.3.16)"
"Gene05424" "L-cystine ABC transporter, ATP-binding protein TcyC"
"Gene05425" "L-cystine ABC transporter, permease protein TcyB"
"Gene05426" "L-cystine ABC transporter, substrate-binding protein TcyA"
"Gene05427" "L-ectoine synthase (EC 4.2.1.-)"
"Gene05428" "L-fuco-beta-pyranose dehydrogenase (EC 1.1.1.122)"
"Gene05429" "L-fuconate dehydratase (EC 4.2.1.68)"
"Gene05430" "L-fuconolactone hydrolase"
"Gene05431" "L-fucose mutarotase"
"Gene05432" "L-fucose mutarotase (EC 5.1.3.29)"
"Gene05433" "L-glyceraldehyde 3-phosphate reductase"
"Gene05434" "L-gulono-1,4-lactone oxidase (EC 1.1.3.8)"
"Gene05435" "L-idonate 5-dehydrogenase (EC 1.1.1.264)"
"Gene05436" "L-lactate dehydrogenase"
"Gene05437" "L-lactate dehydrogenase (EC 1.1.2.3)"
"Gene05438" "L-lactate permease"
"Gene05439" "L-lysine 6-monooxygenase [NADPH] (EC 1.14.13.59), aerobactin biosynthesis protein IucD @ Siderophore biosynthesis protein, monooxygenase"
"Gene05440" "L-lysine dehydrogenase"
"Gene05441" "L-lysine permease"
"Gene05442" "L-lyxonate transporter"
"Gene05443" "L-malate or citrate/H+ symporter CimH (TC 2.A.24.2.4)"
"Gene05444" "L-malyl-CoA/beta-methylmalyl-CoA lyase"
"Gene05445" "L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-)"
"Gene05446" "L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.24)"
"Gene05447" "L-ornithine 5-monooxygenase (EC 1.13.12.-), PvdA of pyoverdin biosynthesis"
"Gene05448" "L-ornithine 5-monooxygenase (EC 1.13.12.-), PvdA of pyoverdin biosynthesis @ Siderophore biosynthesis protein, monooxygenase"
"Gene05449" "L-pipecolate oxidase (1.5.3.7)"
"Gene05450" "L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)"
"Gene05451" "L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1)"
"Gene05452" "L-Proline/Glycine betaine transporter ProP"
"Gene05453" "L-rhamnose isomerase (EC 5.3.1.14)"
"Gene05454" "L-rhamnose mutarotase (EC 5.1.3.32)"
"Gene05455" "L-rhamnose-1-dehydrogenase ( EC 1.1.1.173)"
"Gene05456" "L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)"
"Gene05457" "L-serine dehydratase (EC 4.3.1.17)"
"Gene05458" "L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17) @ Threonine dehydratase (EC 4.3.1.19), eukaryotic type"
"Gene05459" "L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)"
"Gene05460" "L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)"
"Gene05461" "L-seryl-tRNA(Sec) selenium transferase-related protein"
"Gene05462" "L-sorbosone dehydrogenase"
"Gene05463" "L-sorbosone dehydrogenase (EC 1.1.1.-)"
"Gene05464" "L-sorbosone dehydrogenase, NAD(P) dependent"
"Gene05465" "L-talarate dehydratase @ Galactarate dehydratase (EC 4.2.1.42)"
"Gene05466" "L-threo-3-hydroxyaspartate ammonia-lyase (EC 4.3.1.16)"
"Gene05467" "L-threonate dehydrogenase (NAD+)"
"Gene05468" "L-threonate/D-erythronate MFS-type transporter"
"Gene05469" "L-threonate/D-erythronate transcriptional regulator, DeoR family"
"Gene05470" "L-threonine 3-dehydrogenase (EC 1.1.1.103)"
"Gene05471" "L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)"
"Gene05472" "L,D-transpeptidase"
"Gene05473" "L,D-transpeptidase YcbB"
"Gene05474" "L. lactis predicted coding region ORF00041"
"Gene05475" "Laccase (EC 1.10.3.2)"
"Gene05476" "Lactam utilization protein LamB"
"Gene05477" "Lactate 2-monooxygenase (EC 1.13.12.4)"
"Gene05478" "Lactonase Drp35 (EC 3.1.1.-)"
"Gene05479" "Lactone-specific esterase"
"Gene05480" "lactoylglutathione lyase"
"Gene05481" "Lactoylglutathione lyase"
"Gene05482" "Lactoylglutathione lyase (EC 4.4.1.5)"
"Gene05483" "Lactoylglutathione lyase and related lyases"
"Gene05484" "Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase (EC 2.7.8.28)"
"Gene05485" "lambda tail assembly I"
"Gene05486" "Large exoproteins involved in heme utilization or adhesion"
"Gene05487" "Large extracellular alpha-helical protein"
"Gene05488" "Large protein containing transglutaminase-like domain"
"Gene05489" "large repetitive protein"
"Gene05490" "Large repetitive protein"
"Gene05491" "Large subunit of N,N-dimethylformamidase"
"Gene05492" "Large-conductance mechanosensitive channel"
"Gene05493" "Late competence protein ComEA, DNA receptor"
"Gene05494" "Late competence protein ComER, similarity with Pyrroline-5-carboxylate reductase"
"Gene05495" "Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"
"Gene05496" "Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)"
"Gene05497" "Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)"
"Gene05498" "LemA family protein"
"Gene05499" "LemA protein"
"Gene05500" "Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein"
"Gene05501" "Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system"
"Gene05502" "Leucine-specific ABC transporter, substrate-binding protein LivK (TC 3.A.1.4.1)"
"Gene05503" "Leucyl aminopeptidase (aminopeptidase T)"
"Gene05504" "Leucyl-tRNA synthetase"
"Gene05505" "Leucyl-tRNA synthetase (EC 6.1.1.4)"
"Gene05506" "Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)"
"Gene05507" "Lhr-like helicases"
